id;created_at;text
1116621045702619136;2019-04-12T08:36:17+00:00;Mein #ff steht diese Woche im Zeichen von #eHealth u geht an @DigitalNative88 und @Birkfrau , die die #dmea19 ganz fantastisch über #Twitter gecovert haben. 🙏🏻 An @HerrMatthies , der mit dem @hih2025 gestartet ist. 🚀Und an den @HealthyHub_GKV , der in die nächste Runde startet!
1116659649602904064;2019-04-12T11:09:41+00:00;Ich rauche, saufe und schlafe mit ganz ganz vielen Frauen! O.o Hier gehts zur Gerüchteküche: https://t.co/Ws1YWpssNZ  Ein Retweet bringt mich vor Freunde zum Hüpfen. :)
1116663102718783488;2019-04-12T11:23:24+00:00;RT MichaelSeidlitz "#Auskunftsanspruch gg. Instagram ü. #Nutzerdaten gem. § 14 Abs. 3 TMG erfasst  Bestands- u. Nutzungsdaten wie Namen u. E-Mail-Adresse sowie IP-Adressen d. Nutzers einschließlich Nutzungszeiten  LG Frankfurt am Main, Beschluss vom … https://t.co/0z0dGpDJdO"
1116663105986203648;2019-04-12T11:23:25+00:00;Vanessa Mai: „An den Scheidewegen des Lebens…”: Liebesaus oder Schluss mit Schlager? https://t.co/ISmPJrONcz
1116618040966168577;2019-04-12T08:24:21+00:00;my mood to everyone lately. https://t.co/IgFLPFcgkz
1116662772480262144;2019-04-12T11:22:06+00:00;Warum die Mönckebergstraße so gefährlich ist https://t.co/SdrLrQxSPh https://t.co/Azrg6z1Jq7
1116606180531380225;2019-04-12T07:37:13+00:00;Moin GEmeinde👋 Heut ist Matchday! Schalke und Nürnberg! Eine Fanfreundschaft der besonderen Art! Leider ruht die für 90+ min auf dem Platz,was für die Ränge nicht gilt! Beide Mannschaften brauchen dringend einen Sieg! Daher für beide die Daumen gedrückt!  Glück Auf #s04 #FCNS04
1116637329278611456;2019-04-12T09:41:00+00:00;Finnland will zu Europas #KI-Testlabor werden. Wie? Das habe ich mir vor ein paar Wochen angeschaut und mich u.a. mit den Machern des Online-Kurses #elementsofai getroffen. Mehr dazu im @join_ada-#Podcast mit @jennyfadranski.  https://t.co/jpcsiwVr92  Foto: Aleksi Poutanen https://t.co/OrVs0nZDLM
1115509693655310336;2019-04-09T07:00:10+00:00;spring has sprang and i am sprung
1116486537711980544;2019-04-11T23:41:48+00:00;[기사] #방탄소년단, 오늘(12일) 새 앨범 전세계 동시 공개…할시-에드시런 콜라보 https://t.co/rH0TWllz3c
1116266811723534336;2019-04-11T09:08:41+00:00;Die #Polizei hat bei den gestrigen Hausdurchsuchungen rund um die Cottbus|ser extrem rechte Szene aus #Hooligans, #Nazis, #Kampfsportlern und #Rockern u.a. Waffen und Material der Identitären Bewegung gefunden. #IB #nonazis #potsdam #brandenburg #inferno https://t.co/UzrxPrRxgm
1116663137556664320;2019-04-12T11:23:33+00:00;#Magelsen und #Eitzendorf organisieren erneut eine Oldtimer-Schlepper-Tour  (30.05.2019 / 11:00 Uhr / Treffpunkt „De ole Schüün“, Magelsen) (Treffpunkt:  https://t.co/xYlN09prg1 ) --&gt_ https://t.co/sZTd9lxvbR
1116663138626174976;2019-04-12T11:23:33+00:00;Stellenangebot: Projektmanager (m/w/d) für E-Commerce - Lösungen in Dresden, #Leitung #Projektmanager #Proj... https://t.co/rkn52MMJTg
1116566078249787392;2019-04-12T04:57:52+00:00;#Masern #Impfen #Impfgegner Man kann es nicht oft genug wiederholen: Anthroposophische Stiftungen u. Unternehmen sind zugleich die Hauptförderer und Stichwortgeber der #Gentechnik-Gegner in Deutschland  https://t.co/4WcvK9mAPl
1116217947817639937;2019-04-11T05:54:31+00:00;💥 Für Freitag sind 88 (!!) Klimastreiks angekündigt. Gestreikt wird in: Amberg Augsburg Babenhausen Backnang Bad Belzig Bad Hersfeld Bad Segeberg Bad Tölz Bamberg Berchtesgaden Berlin Bernau&amp_Barnim Bingen a. Rhein Bonn Braunschweig (tbc) Alle Zeiten&amp_Orte: https://t.co/hEiNDkPn9W
1116663148575064065;2019-04-12T11:23:35+00:00;#Sensoren bringen Präzision in die Werkzeugmaschinen #sensorik #messtechnik https://t.co/2qUHRzr2is
1116656893940903937;2019-04-12T10:58:44+00:00;Vielen Dank für ein tolles #DynaSummit2019!  Bis nächstes Jahr 🤗🎉 https://t.co/7Zc5XNWvyA
1116663156691079169;2019-04-12T11:23:37+00:00;Hi-Sky München - Deutschlands grösstes Riesenrad geht an den Start 12.04.2019 Teil I  Eröffnung des Hi-Sky München findet am 14.04.2019 statt.  https://t.co/7H53XnZwB3
1116659673422286853;2019-04-12T11:09:47+00:00;Und wieder ein neues Prüfverfahren der Bundestagsverwaltung in Sachen  AfD und Spenden, berichtet @sven_roebel  https://t.co/dvh6gF54cy
1116574801131266048;2019-04-12T05:32:32+00:00;Maymay's @maymayentrata07 IGS with Kakai @kakaibautista made me a fan!😊👍👍 tuwang tuwa ako sa panonood. "Notice me, hello notice" at ung nanunoot sa ilong...taong-tao!❤❤
1116661807538561026;2019-04-12T11:18:16+00:00;K O E C H E N K 🐈 https://t.co/MU9OpkDpre
1116663168305127426;2019-04-12T11:23:40+00:00;Gletscherbericht des Alpenvereins: Letztes Jahr war sehr gletscherungünstig (inkl. Link zu O-Ton) - https://t.co/in98f8pmsD - Gletschermessdienst des Österreichischen Alpenvereins (ÖAV) präsentierte aktuelle Daten.  Innsbruck (OTS) - HINWEIS: O-Ton (Download m... https://t.co/C4coHsPS8r
1116221390686949376;2019-04-11T06:08:12+00:00;Hinten herum gegen andere nachtreten! Das ist Herr #Maaßen! Der passt so richtig zur #AfD! Was ein Schleimbeutel! #Maaßen #niemalsAfD   Im ungarischem Propagandasender: Maaßens pikantes TV-Interview gleicht Abrechnung mit Merkels Flüchtlingspolitik https://t.co/1Pw0aM50pq
1116658278182850560;2019-04-12T11:04:14+00:00;Wir starten in 24h zur Fahradtour nach #Pödelwitz z. Frühlingsfest @AlleDoerfer! Wir freuen uns auf Euch @F4F_Leipzig u. auf Kaffee, Kuchen und Aktion, damit #AlleDoeferbleiben u. die #Kohle im Boden bleibt! Treffpunkt: Parkanlage #Connewitz Kreuz, 13.4., 13.00 Uhr. #hambibleibt https://t.co/3BIbbspJpg
1116633556120416256;2019-04-12T09:26:00+00:00;Mit ihrer Verfassung 1919 haben die Badener Maßstäbe gesetzt. Deren Grundrechtskatalog führt zum Wertekanon des Grundgesetzes. Zugleich mahnt uns die Außer-Kraft-Setzung in der NS-Zeit, dass wir Demokratie immer aufs Neue verteidigen müssen @Karlsruher https://t.co/U6egy7r8Vx
1116624240013271040;2019-04-12T08:48:59+00:00;Es ist offiziell, roots-Coworking hat seine Türen für Euch geöffnet. Vielen herzlichen Dank an alle, die zu diesem einzigartigen Coworking-Konzept beigetragen haben. Ein besonderes Dankeschön an @Eva_K_Weber und @StartUpAugsburg für die tolle Eröffnungsrede! #rootscoworking https://t.co/j1jyXvKP6F
1116584188398858242;2019-04-12T06:09:50+00:00;Tadaaa Freitag ist wieder da!   G🌼🍃T🍃E🌼N                M🌼O🍃R🌼G🍃E🌼N!  Ob Regen oder Sonnenschein Der Tag soll einfach schön für Euch sein.        Lasst es Euch gut gehen!                🌼ℭ𝔞𝔯𝔭𝔢 𝔇𝔦𝔢𝔪🌼 https://t.co/exBCXqclB4
1116602592786706432;2019-04-12T07:22:58+00:00;I’m SUPER excited! My interview with Franco ‘Bifo’ Berardi, the godfather of the Autonomist movement, is being broadcast today!  Tune into #PoliticsLive on BBC2 from 12.15pm, to hear me chat about Brexit, extradition and libertarian communism 🙌🏾🙌🏾🙌🏾 https://t.co/S55B3s3T9l
1116662534499704832;2019-04-12T11:21:09+00:00;Buller intelligent au soleil? https://t.co/AagdWbQAZe https://t.co/0ndPJyZwOK d
1116652884706377728;2019-04-12T10:42:48+00:00;Am #Alexanderplatz hat sich am Donnerstag ein 20‐Jähriger auf dem Bahnsteig der Linie #U5 wiederholt lautstark antisemitisch geäußert, begleitet von islamischen Gebetsrufen. Zwei Zeugen hielten den Mann fest und alarmierten die Polizei. https://t.co/9TTZtQGYYe
1116663196021088256;2019-04-12T11:23:47+00:00;Dringende Suche: Junge Mutter steigt mit Baby in Zug – seitdem ist sie verschwunden https://t.co/X3WX6uJBTh
1116656357032255488;2019-04-12T10:56:36+00:00;Der nordrhein-westfälische Innenminister Herbert Reul (CDU) hat vor neuen kriminellen Clans aus dem Mittleren Osten gewarnt. „Die neuen Gruppierungen sind vermutlich noch gewaltbereiter“, äußerte der CDU-Politiker.  https://t.co/kaYa1Tqezh
1116663205084975105;2019-04-12T11:23:49+00:00;Leider werden sie ohne Punkte unser schönes Nürnberg verlassen 😂🤷‍♂️ #FCNschalke https://t.co/k6rr3GhK5A
1116336338037563393;2019-04-11T13:44:58+00:00;https://t.co/yrnFkib2Qg.  #FCKNZS, ich verstehe wenn solche Untersuchungen lange Zeit braucht, jetzt ist nur zu hoffen das die Richter nicht auf beiden Augen blind sind
1116657177706532865;2019-04-12T10:59:52+00:00;Ein weiterer Verstoß gegen das GG... Brandenburg beschließt Masern-Impfpflicht in Kitas https://t.co/jU8wsNjjBX  via @SquidAppDE
1116658567451377664;2019-04-12T11:05:23+00:00;Wenn sich Krankenhäuser Namen wie Frisörsalons geben würden:  - Hospi-Toll - Healths Kitchen - House of Kot - Spital-i-sierer - Laza-Retter - V-ill-a - Kli-Nick - Getwell &amp_ Soon
1116607186765877254;2019-04-12T07:41:13+00:00;#Trump ist sauber - zumindest in Bezug auf #Russland. Erster Berater von #Obama wegen Falschaussage angeklagt. Nun kommt der Bumerang zu den #Demokraten zurück. Trump illegal abgehört von #Obama, #Clinton &amp_ Co. #Mueller #FISA-Skandal https://t.co/ZInsVhAjy1
1116663224823316480;2019-04-12T11:23:54+00:00;Workday: Abwarten, was die nächsten Tage bringen? https://t.co/AJNTKmrMAY
1116663226677235714;2019-04-12T11:23:54+00:00;Das Frankfurter @DeutschlandVolt Team ist heute mit auf der Straße bei @Fridays4future #FridaysForFuture #VoteVolt https://t.co/KBMJhmEh27
1116663231353954304;2019-04-12T11:23:55+00:00;Der Zug nach Nürnberg-Sandreuth verspätet sich heute  um etwa 15 Minuten. Dies tut uns leid.
1116627549021331458;2019-04-12T09:02:08+00:00;app-empfehlung für hundebesitzer!  falls in eurer nähe giftköder gefunden wurden, könnt ihr das mit hilfe dieser app herausfinden (sofern sie eingetragen wurden) &amp_ selbst eine warnung ausrufen, wenn ihr welche findet. wenn viele diese app nutzen, sind unsere hunde sicherer. https://t.co/77aa8tiP0E
1116663239046254593;2019-04-12T11:23:57+00:00;Michelle Obama takes Oslo by storm in a dazzling green tuxedo by Norwegian designer Peter Dundas #HidTheBoxers #HidTheBriefs #tucking  https://t.co/Xhxm0wJ22V
1116596813937565696;2019-04-12T07:00:00+00:00;🔊 SCHAAALKE UND DER FCN! Matchday! 💥  🆚 @s04  ⏰ 20.30 Uhr 📻 FANRADIO, u.a. mit @BadeschlappenLP  📲 Spieltagsmodus: 🔛  #⃣ #FCNS04 #FCN https://t.co/ZFM611BU2e
1116603270535925766;2019-04-12T07:25:39+00:00;Ich bin Kinderkrankenpfleger.   Als männliche Seltenheit, in diesem Beruf, trinke ich den ganzen Tag Kaffee und begaffe meine Kolleginnen, die alle heiße Schwestern-Outfits tragen.  Aber eigentlich angele ich mir eines Tages sowieso eine reiche Ärztin oder werde homosexuell.
1116663255131402240;2019-04-12T11:24:01+00:00;👉 IHR HABT NOCH KEIN TESTPAKET!!?? 👉 IHR MÖCHTET GERNE MIT DABEI SEIN!! 👉 EUER LINK  https://t.co/1dBKQfLM5I 👉 KONTAKTIERE MICH BEI INTRESSE!! 👉📱 PER SMS AN 0178/3226152 https://t.co/mFvDtXFwDv
1116663259157946368;2019-04-12T11:24:02+00:00;#M46 S+U Zoologischer Garten hat 10 Minuten Verspätung https://t.co/FEsXfh9Fz7 #BVG 13:24 12.4.19
1116651572052856832;2019-04-12T10:37:35+00:00;GERMAN STAYS, STRAY KIDS KOMMEN NACH BERLIN, I'M EMO
1116663260110049287;2019-04-12T11:24:02+00:00;#M46 S+U Zoologischer Garten hat 10 Minuten Verspätung https://t.co/SUt6IwfPrA #BVG 13:24 12.4.19
1116663261124947969;2019-04-12T11:24:02+00:00;Geolitico: Messeauftritte effizient planen:   Bei einer Messe darf nichts dem Zufall überlassen werden. Haben Unternehmen alle verfügbaren Ressourcen genau im Blick, kann die Messe ein echter Erfolg werden. Messen sind eine sehr große Chance für… https://t.co/cjp5TfFbQB
1116663265160040448;2019-04-12T11:24:03+00:00;Heute hat sich Friseur erledigt. Vorteil: ich konnte noch n bisschen ratzen... Nachteil: bin trotzdem Gaga in Hirn und muss jetzt regelrecht zu Mutti fliegen 😴
1116645483261382657;2019-04-12T10:13:24+00:00;Obwohl wir nur zehn Prozent der Abgeordneten im #Landtag von #Bayern stellen, haben wir zwanzig Prozent der Änderungsanträge zum Haushalt eingebracht.  Die #AfD ist im Landtag angekommen und wie heißt es so schön: #AfDwirkt  ℹ️https://t.co/URg0bXMnMG https://t.co/elZHHhM5AJ
1116663274383269888;2019-04-12T11:24:05+00:00;Optiker-Kette: … (mal hielt nicht mal eine Begrüßung für nötig). Lokaler Optiker: “Bitteschön, passt. Kostet nix.”. Es sind Momente wie diese, die den Unterschied in Sachen Kundenbinsubg machen.
1116663278233632769;2019-04-12T11:24:06+00:00;Danke für gar nichts @metronom4me ich warte doch gerne auf den nächsten Zug 🙄 https://t.co/jSZmFSy0ul
1116659787129864197;2019-04-12T11:10:14+00:00;Jetzt das Panel: Frauen in den Medien und was sich daran ändern muss. u.a. mit @fraeulein_tessa und @LeslieClio  #femMit https://t.co/ybYlRgvOY2
1116308183813849088;2019-04-11T11:53:05+00:00;Es ist vollbracht! Das "Manifest für menschliche Führung: Sechs Thesen für neue Führung im Zeitalter der Digitalisierung" gibt es auch als Taschenbuch. Freue mich auf eure Rezensionen (auch von den Lesern des schon länger verfügbaren E-Books) #pleaseRT https://t.co/VQahbZsRTa https://t.co/TbwUfvJsgz
1116654611232849921;2019-04-12T10:49:40+00:00;Morgen ab 10:00h an der Uni Siegen: Eine sehr kurze Einführung mit Q&amp_A zu Moder Monetary Theory #MMT https://t.co/H4K57cRt0N
1116663302036365315;2019-04-12T11:24:12+00:00;Vettel Schnellster im ersten Training von Shanghai https://t.co/VxG1Nt36vO
1116661161850753025;2019-04-12T11:15:42+00:00;Hey @SenUVKBerlin, ist hier beim #SEV auf der #Grellstraße zwischen Hosemannstraße und Prenzlauer Allee die Freigabe für den Radverkehr vergessen - oder sollte das ernst gemeint sein? https://t.co/49997V9MN6
1116663320885514240;2019-04-12T11:24:16+00:00;Vorhersage (Sa.) Abend: leichter Regen_ T°C +5 +6_ leichte Brise N 3-4m/s #Stuttgart #Wetter https://t.co/wHJrVngCJp
1116018265950773250;2019-04-10T16:41:03+00:00;"Weil er zeigt, dass auch Frauen Täter sind und dass der Begriff '#IS -Bräute' verharmlosend ist." Frauen seien gegenüber den Jesidischen #Sklaven und vor allem #Sklavinnen genauso grausam und oft noch perfider gewesen als die Männer“ #Jesiditen #Kinder  https://t.co/jNu39XmNyl
1116663328733057024;2019-04-12T11:24:18+00:00;Nur noch eine Woche bis Meer \o/
1113092706757214208;2019-04-02T14:55:56+00:00;rt und ich rate:  eure schuhgröße wv snapchat punkte ihr habt welche nationalität haarfarbe augenfarbe  (mir ist lw)
1116587276916539392;2019-04-12T06:22:06+00:00;Jeden Freitag bei Quotenmeter: Die von @GOLDMEDIA ermittelten deutschen VOD-Streaming-Charts. Diesmal mit einem Sieger, der #TBBT heißt, aber durchaus interessanten Erkenntnissen dahinter. #Got #Shadowhunters https://t.co/QwNoCpaFeH
1116663339025780736;2019-04-12T11:24:21+00:00;I  w a n n a  e n d  m e .
1115704352428183554;2019-04-09T19:53:41+00:00;Ajudem me aí pff   Eu dou sempre rtt nos vossos  100rtt até a Páscoa https://t.co/w6Gtyt8Mrv
1116663340477112320;2019-04-12T11:24:21+00:00;Hohe Rücklage führe zu höheren Leistungen - „Systematisch zu hoch“: Finanzexperte fordert niedrigere Arbeitslosenversicherung  Der Beitrag zur Arbeitslosenversicherung sollte aus Sicht eines Finanzexperten von aktuell 2,5 weiter auf 2,2 Prozent sinken. A… https://t.co/5x3I3bKHdv
1116473402552922118;2019-04-11T22:49:36+00:00;Ich sehe im Moment auf Youtube so viele "Schönes Video! PS: Ich bin selbst ein kleiner Youtuber und möchte in den nächsten 2 Tagen 43894728934 Abonnenten erreichen"-Kommentare und ich finde es super ätzend.
1116663349985595392;2019-04-12T11:24:23+00:00;RT MichaelSeidlitz "#Auskunftsanspruch gg. Instagram ü. #Nutzerdaten gem. § 14 Abs. 3 TMG erfasst  Bestands- u. Nutzungsdaten wie Namen u. E-Mail-Adresse sowie IP-Adressen d. Nutzers einschließlich Nutzungszeiten  LG Frankfurt am Main, Beschluss vom … https://t.co/7X11CU5d7X"
1116663350342115328;2019-04-12T11:24:23+00:00;Nürnberg - Schalke 04 MS 0 - 3,26 - %80 #iddaa #iddaatahminleri #iddaatahmin #İddaaKuponu #bahis https://t.co/dw5TyMfM45
1116663351831089152;2019-04-12T11:24:24+00:00;REALTALK  I Ich habe einen STRIKE bekommen I https://t.co/B1FJ6mQasI via @YouTube
1116632270943735808;2019-04-12T09:20:54+00:00;Schneller als gedacht: Die ⁦@deutschetelekom⁩ steht vor der #gematik Zulassung der ersten #Telemedizin Anwendung für die #Telematikinfrastruktur - TI die zweite: Erste Mehrwertanwendung ante portas: E-HEALTH-COM https://t.co/I80k3MwrwG
1116643410172174336;2019-04-12T10:05:09+00:00;Niemand:   JEDER weiße Journalist: https://t.co/GV8kaR1MI3
1116663360580476928;2019-04-12T11:24:26+00:00;Aktuelle Suchabfrage "actis" auf @Help_ch #actis #Suchportal #Schweiz #Suche https://t.co/YwI8EeLiNv
1116661373344321536;2019-04-12T11:16:32+00:00;Mit am lustign Liadl, do fang ma jetzat o, a jeda derf singa, der oans singa ko 🎶 #gstanzlfreitag
1116663363898155009;2019-04-12T11:24:27+00:00;Frankfurt kassiert erste EL-Pleite: Stimmen und Reaktionen zum 2:4 in Lissabon https://t.co/MQKjQZqXhq
1116663367727501312;2019-04-12T11:24:28+00:00;I'm at Mövenpick Hotel Bahrain in Manama, Bahrain https://t.co/oaYd9m8hk0
1116392125384540161;2019-04-11T17:26:38+00:00;Shopping queen hat wieder zugeschlagen 💦💦💦😁😁🛒sponsor gesucht 😂  der Urlaub rückt näher ☀️☀️ Bikini 👙 sitzt schon mal PayPal anna_spitz@yahoo.de #milf #fat #chubby #slut #zeigegeil #insgesicht #wichsvorlage #wampe #publicflashing #mature #muffintop #zuengehose https://t.co/8AoK5QY2NF
1116663371410100225;2019-04-12T11:24:29+00:00;Central Intelligence Agency (CIA) FBI – Federal Bureau of Investigation Robert Mueller Staatsanwaltschaft Darmstadt Staatsanwaltschaft Frankfurt  Open the first picture and take a look on the address - it's my... https://t.co/p6CUVGjwZb
1114914666860437504;2019-04-07T15:35:45+00:00;Ich mag ja "low-light" Blumen-Fotografie. Geht aber auch an einem solch hellen Tag wie heute - war schön heute in Kerkrade - übrigens noch herzlichen Glückwunsch zum 80ten Geburtstag - Eintritt war heute frei #botanischerGarten #Kerkrade https://t.co/Ju0dpKnd99
1116650926276788224;2019-04-12T10:35:01+00:00;I CANT BREATHE SJSJSKDJNDKD https://t.co/CIlbIsCGDW
1116644697907310593;2019-04-12T10:10:16+00:00;Jungkook em bwl: a eu: https://t.co/v9DV3ITFz2
1116370572462571521;2019-04-11T16:01:00+00:00;A cyclonic storm in Jupiter's northern hemisphere, as seen by NASA's Juno spacecraft.  Credit: NASA/JPL-Caltech/SwRI/MSSS/Gerald Eichstadt/Sean Doran https://t.co/TabSaGI4lt
1116663386840936450;2019-04-12T11:24:32+00:00;Zweiter Bericht zu Operation Clean Sweep veröffentlichtPlasticsEurope Deutschland e.V. [Newsroom]  Frankfurt am Main (ots) &amp_#8211_ Vermeidunghttp://bit.ly/2G776hf
1116620213984739328;2019-04-12T08:32:59+00:00;Ich arbeite gerade an einem kleinen Film über eine Frage der Gegenwart: was bedeutet es für die Gesellschaft, wenn die Leute nur noch mit Gleichgesinnten reden. Interessant, wer darüber nicht mit mir reden will.
